DATAFLOW,LAST UPDATE,freq,animals,month,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2011,5153.84,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2012,5095.16,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2013,5321.49,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2014,5432.09,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2015,5903.30,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2016,5919.20,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2017,5982.97,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2018,6007.07,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (2007-2013),2019,5966.62,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2004,4960.21,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2005,4935.85,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2006,4881.29,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2007,4895.31,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2008,5040.47,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2009,4962.63,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2010,5311.70,b,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2011,5149.54,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2012,5091.16,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2013,5314.49,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2014,5419.09,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2015,5895.30,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2016,5912.20,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2017,5975.97,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2018,6000.07,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2019,5959.62,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2020,5979.68,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2021,5581.35,p,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2022,5563.99,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2023,5496.46,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 27 countries (from 2020),2024,5270.73,be,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2004,5010.21,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2005,5006.85,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2006,4923.29,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2007,4909.31,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2008,5055.47,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2009,4980.63,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2010,5339.70,b,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2011,5175.54,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2012,5119.16,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2013,5340.49,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2014,5445.09,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2015,5923.30,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2016,5939.20,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2017,6002.97,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2018,6026.07,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),European Union - 28 countries (2013-2020),2019,5985.62,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2000,9.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2001,9.40,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2002,9.30,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2003,8.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2004,2.50,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2005,2.80,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2006,3.94,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2007,3.88,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2008,3.65,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2009,3.66,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2010,3.63,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2011,3.64,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2012,3.61,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2013,2.71,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2014,2.74,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2015,2.77,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2016,2.72,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2017,2.69,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2018,2.66,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2019,2.56,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2020,2.63,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2021,2.58,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2022,2.55,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2023,2.36,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Finland,2024,2.26,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2000,678.92,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2001,762.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2002,704.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2003,633.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2004,646.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2005,638.51,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2006,622.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2007,575.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2008,685.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2009,677.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2010,658.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2011,650.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2012,635.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2013,641.17,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2014,624.53,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2015,628.09,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2016,630.63,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2017,596.23,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2018,618.73,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2019,599.00,d,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2020,591.82,d,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2021,565.41,p,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2022,563.60,e,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2023,550.18,e,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),France,2024,498.05,e,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2000,14.49,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2001,14.01,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2002,7.36,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2003,10.07,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2004,17.32,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2005,13.20,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2006,19.52,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2007,19.31,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2008,17.40,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2009,20.10,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2010,15.30,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2011,21.70,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2012,24.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2013,19.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2014,13.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2015,20.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2016,20.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2017,20.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2018,19.00,b,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2019,19.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2020,19.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2021,20.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2022,19.00,b,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2023,19.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Croatia,2024,19.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2000,63.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2001,67.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2002,72.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2003,71.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2004,62.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2005,71.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2006,64.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2007,61.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2008,61.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2009,66.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2010,52.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2011,60.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2012,66.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2013,53.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2014,50.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2015,56.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2016,62.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2017,67.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2018,72.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2019,74.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2020,80.20,b,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2021,91.70,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2022,89.40,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2023,96.60,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Hungary,2024,93.90,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2000,0.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2001,0.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2002,0.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2003,0.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2004,0.00,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2005,0.20,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2006,0.10,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2007,0.90,,
ESTAT:APRO_MT_LSCATL(1.0),29/10/25 23:00:00,Annual,"Bovine animals, less than 1 year old, for slaughter",December,Thousand heads (animals),Ireland,2008,3.40,,
